"","X1","X2","Freq","Time1","Time2","Match"
"3756",3,5,2,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3757",4,5,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3758",5,5,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3759",6,5,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3760",7,5,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3761",8,5,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3762",0,6,1,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3763",1,6,1,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3764",2,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3765",3,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3766",4,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3767",5,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3768",6,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3769",7,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3770",8,6,0,"Fortaleza","Atletico GO","Fortaleza x Atletico GO"
"3771",0,0,581,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3772",1,0,346,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3773",2,0,125,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3774",3,0,30,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3775",4,0,7,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3776",5,0,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3777",6,0,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3778",7,0,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3779",0,1,722,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3780",1,1,466,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3781",2,1,161,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3782",3,1,45,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3783",4,1,9,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3784",5,1,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3785",6,1,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3786",7,1,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3787",0,2,450,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3788",1,2,377,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3789",2,2,89,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3790",3,2,24,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3791",4,2,6,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3792",5,2,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3793",6,2,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3794",7,2,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3795",0,3,213,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3796",1,3,129,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3797",2,3,41,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3798",3,3,13,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3799",4,3,2,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3800",5,3,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3801",6,3,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3802",7,3,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3803",0,4,58,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3804",1,4,45,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3805",2,4,15,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3806",3,4,2,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3807",4,4,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3808",5,4,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3809",6,4,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3810",7,4,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3811",0,5,15,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3812",1,5,14,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3813",2,5,4,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3814",3,5,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3815",4,5,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3816",5,5,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3817",6,5,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3818",7,5,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3819",0,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3820",1,6,2,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3821",2,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3822",3,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3823",4,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3824",5,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3825",6,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3826",7,6,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3827",0,7,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3828",1,7,2,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3829",2,7,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3830",3,7,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3831",4,7,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3832",5,7,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3833",6,7,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3834",7,7,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3835",0,8,1,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3836",1,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3837",2,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3838",3,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3839",4,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3840",5,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3841",6,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3842",7,8,0,"Cuiaba","Palmeiras","Cuiaba x Palmeiras"
"3843",0,0,353,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3844",1,0,519,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3845",2,0,405,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3846",3,0,206,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3847",4,0,111,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3848",5,0,26,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3849",6,0,5,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3850",7,0,2,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3851",0,1,320,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3852",1,1,443,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3853",2,1,349,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3854",3,1,180,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3855",4,1,89,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3856",5,1,19,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3857",6,1,8,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3858",7,1,1,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3859",0,2,153,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3860",1,2,205,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3861",2,2,176,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3862",3,2,95,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3863",4,2,33,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3864",5,2,8,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3865",6,2,4,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3866",7,2,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3867",0,3,51,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3868",1,3,74,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3869",2,3,43,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3870",3,3,35,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3871",4,3,10,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3872",5,3,5,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3873",6,3,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3874",7,3,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3875",0,4,12,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3876",1,4,28,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3877",2,4,8,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3878",3,4,4,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3879",4,4,7,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3880",5,4,2,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3881",6,4,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3882",7,4,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3883",0,5,1,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3884",1,5,2,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3885",2,5,5,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3886",3,5,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3887",4,5,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3888",5,5,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3889",6,5,1,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3890",7,5,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3891",0,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3892",1,6,1,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3893",2,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3894",3,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3895",4,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3896",5,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3897",6,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3898",7,6,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3899",0,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3900",1,7,1,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3901",2,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3902",3,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3903",4,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3904",5,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3905",6,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3906",7,7,0,"Atletico-MG","Botafogo RJ","Atletico-MG x Botafogo RJ"
"3907",0,0,291,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3908",1,0,420,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3909",2,0,281,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3910",3,0,145,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3911",4,0,60,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3912",5,0,23,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3913",6,0,4,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3914",7,0,1,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3915",8,0,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3916",0,1,339,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3917",1,1,488,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3918",2,1,346,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3919",3,1,164,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3920",4,1,64,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3921",5,1,20,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3922",6,1,6,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3923",7,1,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3924",8,1,2,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3925",0,2,186,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3926",1,2,274,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3927",2,2,217,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3928",3,2,99,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3929",4,2,34,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3930",5,2,12,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3931",6,2,2,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3932",7,2,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3933",8,2,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3934",0,3,77,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3935",1,3,121,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3936",2,3,95,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3937",3,3,40,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3938",4,3,8,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3939",5,3,6,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3940",6,3,1,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3941",7,3,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3942",8,3,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3943",0,4,31,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3944",1,4,41,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3945",2,4,30,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3946",3,4,17,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3947",4,4,4,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3948",5,4,3,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3949",6,4,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3950",7,4,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3951",8,4,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3952",0,5,5,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3953",1,5,19,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3954",2,5,13,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3955",3,5,4,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3956",4,5,2,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3957",5,5,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3958",6,5,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3959",7,5,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3960",8,5,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3961",0,6,1,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3962",1,6,2,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3963",2,6,2,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3964",3,6,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3965",4,6,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3966",5,6,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3967",6,6,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3968",7,6,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3969",8,6,0,"Sao Paulo","Internacional","Sao Paulo x Internacional"
"3970",0,0,467,"Avai","Ceara","Avai x Ceara"
"3971",1,0,456,"Avai","Ceara","Avai x Ceara"
"3972",2,0,246,"Avai","Ceara","Avai x Ceara"
"3973",3,0,87,"Avai","Ceara","Avai x Ceara"
"3974",4,0,22,"Avai","Ceara","Avai x Ceara"
"3975",5,0,4,"Avai","Ceara","Avai x Ceara"
"3976",6,0,0,"Avai","Ceara","Avai x Ceara"
"3977",0,1,498,"Avai","Ceara","Avai x Ceara"
"3978",1,1,533,"Avai","Ceara","Avai x Ceara"
"3979",2,1,248,"Avai","Ceara","Avai x Ceara"
"3980",3,1,92,"Avai","Ceara","Avai x Ceara"
"3981",4,1,24,"Avai","Ceara","Avai x Ceara"
"3982",5,1,5,"Avai","Ceara","Avai x Ceara"
"3983",6,1,5,"Avai","Ceara","Avai x Ceara"
"3984",0,2,316,"Avai","Ceara","Avai x Ceara"
"3985",1,2,309,"Avai","Ceara","Avai x Ceara"
"3986",2,2,167,"Avai","Ceara","Avai x Ceara"
"3987",3,2,55,"Avai","Ceara","Avai x Ceara"
"3988",4,2,12,"Avai","Ceara","Avai x Ceara"
"3989",5,2,3,"Avai","Ceara","Avai x Ceara"
"3990",6,2,1,"Avai","Ceara","Avai x Ceara"
"3991",0,3,111,"Avai","Ceara","Avai x Ceara"
"3992",1,3,112,"Avai","Ceara","Avai x Ceara"
"3993",2,3,60,"Avai","Ceara","Avai x Ceara"
"3994",3,3,15,"Avai","Ceara","Avai x Ceara"
"3995",4,3,6,"Avai","Ceara","Avai x Ceara"
"3996",5,3,1,"Avai","Ceara","Avai x Ceara"
"3997",6,3,0,"Avai","Ceara","Avai x Ceara"
"3998",0,4,39,"Avai","Ceara","Avai x Ceara"
"3999",1,4,38,"Avai","Ceara","Avai x Ceara"
"4000",2,4,18,"Avai","Ceara","Avai x Ceara"
"4001",3,4,7,"Avai","Ceara","Avai x Ceara"
"4002",4,4,2,"Avai","Ceara","Avai x Ceara"
"4003",5,4,0,"Avai","Ceara","Avai x Ceara"
"4004",6,4,0,"Avai","Ceara","Avai x Ceara"
"4005",0,5,15,"Avai","Ceara","Avai x Ceara"
"4006",1,5,12,"Avai","Ceara","Avai x Ceara"
"4007",2,5,6,"Avai","Ceara","Avai x Ceara"
"4008",3,5,1,"Avai","Ceara","Avai x Ceara"
"4009",4,5,1,"Avai","Ceara","Avai x Ceara"
"4010",5,5,0,"Avai","Ceara","Avai x Ceara"
"4011",6,5,0,"Avai","Ceara","Avai x Ceara"
"4012",0,6,0,"Avai","Ceara","Avai x Ceara"
"4013",1,6,3,"Avai","Ceara","Avai x Ceara"
"4014",2,6,1,"Avai","Ceara","Avai x Ceara"
"4015",3,6,0,"Avai","Ceara","Avai x Ceara"
"4016",4,6,0,"Avai","Ceara","Avai x Ceara"
"4017",5,6,0,"Avai","Ceara","Avai x Ceara"
"4018",6,6,0,"Avai","Ceara","Avai x Ceara"
"4019",0,7,1,"Avai","Ceara","Avai x Ceara"
"4020",1,7,0,"Avai","Ceara","Avai x Ceara"
"4021",2,7,1,"Avai","Ceara","Avai x Ceara"
"4022",3,7,0,"Avai","Ceara","Avai x Ceara"
"4023",4,7,0,"Avai","Ceara","Avai x Ceara"
"4024",5,7,0,"Avai","Ceara","Avai x Ceara"
"4025",6,7,0,"Avai","Ceara","Avai x Ceara"
"4026",0,0,346,"Coritiba","Corinthians","Coritiba x Corinthians"
"4027",1,0,368,"Coritiba","Corinthians","Coritiba x Corinthians"
"4028",2,0,211,"Coritiba","Corinthians","Coritiba x Corinthians"
"4029",3,0,69,"Coritiba","Corinthians","Coritiba x Corinthians"
"4030",4,0,19,"Coritiba","Corinthians","Coritiba x Corinthians"
"4031",5,0,7,"Coritiba","Corinthians","Coritiba x Corinthians"
"4032",6,0,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4033",7,0,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4034",0,1,480,"Coritiba","Corinthians","Coritiba x Corinthians"
"4035",1,1,499,"Coritiba","Corinthians","Coritiba x Corinthians"
"4036",2,1,287,"Coritiba","Corinthians","Coritiba x Corinthians"
"4037",3,1,99,"Coritiba","Corinthians","Coritiba x Corinthians"
"4038",4,1,28,"Coritiba","Corinthians","Coritiba x Corinthians"
"4039",5,1,9,"Coritiba","Corinthians","Coritiba x Corinthians"
"4040",6,1,1,"Coritiba","Corinthians","Coritiba x Corinthians"
"4041",7,1,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4042",0,2,290,"Coritiba","Corinthians","Coritiba x Corinthians"
"4043",1,2,336,"Coritiba","Corinthians","Coritiba x Corinthians"
"4044",2,2,196,"Coritiba","Corinthians","Coritiba x Corinthians"
"4045",3,2,80,"Coritiba","Corinthians","Coritiba x Corinthians"
"4046",4,2,21,"Coritiba","Corinthians","Coritiba x Corinthians"
"4047",5,2,6,"Coritiba","Corinthians","Coritiba x Corinthians"
"4048",6,2,1,"Coritiba","Corinthians","Coritiba x Corinthians"
"4049",7,2,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4050",0,3,123,"Coritiba","Corinthians","Coritiba x Corinthians"
"4051",1,3,157,"Coritiba","Corinthians","Coritiba x Corinthians"
"4052",2,3,98,"Coritiba","Corinthians","Coritiba x Corinthians"
"4053",3,3,36,"Coritiba","Corinthians","Coritiba x Corinthians"
"4054",4,3,11,"Coritiba","Corinthians","Coritiba x Corinthians"
"4055",5,3,3,"Coritiba","Corinthians","Coritiba x Corinthians"
"4056",6,3,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4057",7,3,1,"Coritiba","Corinthians","Coritiba x Corinthians"
"4058",0,4,55,"Coritiba","Corinthians","Coritiba x Corinthians"
"4059",1,4,54,"Coritiba","Corinthians","Coritiba x Corinthians"
"4060",2,4,31,"Coritiba","Corinthians","Coritiba x Corinthians"
"4061",3,4,12,"Coritiba","Corinthians","Coritiba x Corinthians"
"4062",4,4,3,"Coritiba","Corinthians","Coritiba x Corinthians"
"4063",5,4,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4064",6,4,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4065",7,4,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4066",0,5,18,"Coritiba","Corinthians","Coritiba x Corinthians"
"4067",1,5,14,"Coritiba","Corinthians","Coritiba x Corinthians"
"4068",2,5,4,"Coritiba","Corinthians","Coritiba x Corinthians"
"4069",3,5,2,"Coritiba","Corinthians","Coritiba x Corinthians"
"4070",4,5,2,"Coritiba","Corinthians","Coritiba x Corinthians"
"4071",5,5,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4072",6,5,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4073",7,5,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4074",0,6,6,"Coritiba","Corinthians","Coritiba x Corinthians"
"4075",1,6,9,"Coritiba","Corinthians","Coritiba x Corinthians"
"4076",2,6,2,"Coritiba","Corinthians","Coritiba x Corinthians"
"4077",3,6,2,"Coritiba","Corinthians","Coritiba x Corinthians"
"4078",4,6,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4079",5,6,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4080",6,6,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4081",7,6,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4082",0,7,1,"Coritiba","Corinthians","Coritiba x Corinthians"
"4083",1,7,2,"Coritiba","Corinthians","Coritiba x Corinthians"
"4084",2,7,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4085",3,7,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4086",4,7,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4087",5,7,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4088",6,7,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4089",7,7,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4090",0,8,1,"Coritiba","Corinthians","Coritiba x Corinthians"
"4091",1,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4092",2,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4093",3,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4094",4,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4095",5,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4096",6,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4097",7,8,0,"Coritiba","Corinthians","Coritiba x Corinthians"
"4098",0,0,212,"Fluminense","Goias","Fluminense x Goias"
"4099",1,0,395,"Fluminense","Goias","Fluminense x Goias"
"4100",2,0,408,"Fluminense","Goias","Fluminense x Goias"
"4101",3,0,260,"Fluminense","Goias","Fluminense x Goias"
"4102",4,0,119,"Fluminense","Goias","Fluminense x Goias"
"4103",5,0,58,"Fluminense","Goias","Fluminense x Goias"
"4104",6,0,15,"Fluminense","Goias","Fluminense x Goias"
"4105",7,0,10,"Fluminense","Goias","Fluminense x Goias"
"4106",8,0,1,"Fluminense","Goias","Fluminense x Goias"
"4107",9,0,2,"Fluminense","Goias","Fluminense x Goias"
"4108",0,1,202,"Fluminense","Goias","Fluminense x Goias"
"4109",1,1,439,"Fluminense","Goias","Fluminense x Goias"
"4110",2,1,393,"Fluminense","Goias","Fluminense x Goias"
"4111",3,1,254,"Fluminense","Goias","Fluminense x Goias"
"4112",4,1,124,"Fluminense","Goias","Fluminense x Goias"
"4113",5,1,62,"Fluminense","Goias","Fluminense x Goias"
"4114",6,1,22,"Fluminense","Goias","Fluminense x Goias"
"4115",7,1,11,"Fluminense","Goias","Fluminense x Goias"
"4116",8,1,1,"Fluminense","Goias","Fluminense x Goias"
"4117",9,1,2,"Fluminense","Goias","Fluminense x Goias"
"4118",0,2,114,"Fluminense","Goias","Fluminense x Goias"
"4119",1,2,184,"Fluminense","Goias","Fluminense x Goias"
"4120",2,2,169,"Fluminense","Goias","Fluminense x Goias"
"4121",3,2,134,"Fluminense","Goias","Fluminense x Goias"
"4122",4,2,62,"Fluminense","Goias","Fluminense x Goias"
"4123",5,2,27,"Fluminense","Goias","Fluminense x Goias"
"4124",6,2,9,"Fluminense","Goias","Fluminense x Goias"
